,Heading,Subheading,Publisher,Published,Found
0,Samsara Announces 2024 Connected Operations Award Winners - Markets data,Primoris Services Corporation is a premier specialty contractor providing critical infrastructure services ... Solutions is a company within Lanes Group ...,markets.ft.com,2024-06-18 11:05:27,2024-06-18 15:20:12
1,Integrated Advisors Network LLC Acquires 484 Shares of Fidelity MSCI Industrials Index ...,"Stifel Financial Corp now owns 95,781 shares of the company's stock ... Primoris Services Co. (NASDAQ:PRIM) Director David Lee King Sells 2,500 ...",www.defenseworld.net,2024-06-18 04:50:01,2024-06-18 15:20:12
2,"Primoris Services Co. (NASDAQ:PRIM) Director David Lee King Sells 2,500 Shares","Primoris Services Corporation, a specialty contractor company, provides a range of specialty construction, fabrication, maintenance, replacement, and ...",www.marketbeat.com,2024-06-17 18:38:14,2024-06-18 15:20:12
3,"Latest Insider moments: King David Lee, Primoris Services Corp [PRIM] Director sold ... - Knox Daily",Primoris Services Corp's filing revealed that its Director King David Lee unloaded Company's shares for reported $0.13 million on Jun 14 '24.,knoxdaily.com,2024-06-18 20:33:53,2024-06-19 13:27:07
4,"Latest Insider moments: King David Lee, Primoris Services Corp [PRIM] Director sold ... - Knox Daily",Primoris Services Corp's filing revealed that its Director King David Lee unloaded Company's shares for reported $0.13 million on Jun 14 '24.,knoxdaily.com,2024-06-19 01:33:53+00:00,2024-06-19 17:10:37
5,Samsara Announces 2024 Connected Operations Award Winners - Markets data,Primoris Services Corporation is a premier specialty contractor providing critical infrastructure services ... Solutions is a company within Lanes Group ...,markets.ft.com,2024-06-18 16:05:27+00:00,2024-06-19 17:10:37
6,Integrated Advisors Network LLC Acquires 484 Shares of Fidelity MSCI Industrials Index ...,"Stifel Financial Corp now owns 95,781 shares of the company's stock ... Primoris Services Co. (NASDAQ:PRIM) Director David Lee King Sells 2,500 ...",www.defenseworld.net,2024-06-18 09:50:01+00:00,2024-06-19 17:10:37
7,"Primoris Services Co. (NASDAQ:PRIM) Director David Lee King Sells 2,500 Shares","Primoris Services Corporation, a specialty contractor company, provides a range of specialty construction, fabrication, maintenance, replacement, and ...",www.marketbeat.com,2024-06-17 23:38:14+00:00,2024-06-19 17:10:37
8,"Quadrature Capital Ltd Increases Position in Miller Industries, Inc. (NYSE:MLR)","Quadrature Capital Ltd Takes $805,000 Position in Primoris Services Co. Quadrature Capital Ltd Purchases New Position in Envista Holdings Co.",www.defenseworld.net,2024-06-22 21:18:52+00:00,2024-06-23 03:10:35
9,"Tutor Perini (TPC) Reports Q2 Loss, Tops Revenue Estimates - Yahoo Lifestyle","Over the last four quarters, the company has not been able to surpass consensus EPS estimates. ... Primoris Services Corporation (PRIM) : Free Stock ...",au.lifestyle.yahoo.com,2024-06-22 13:12:51+00:00,2024-06-23 03:10:35
10,"Primoris Services Corporation : An infrastructure, a project, a company? - MarketScreener","The company offers a comprehensive array of construction, maintenance, replacement, fabrication, and engineering services to a diverse clientele ...",www.marketscreener.com,2024-06-22 04:10:01+00:00,2024-06-23 03:10:35
11,Tutor Perini's (TPC) Unit Wins Bridge Replacement Work in MN | Nasdaq,Tutor Perini Corporation's TPC subsidiary — Lunda Construction Company — has ... Primoris Services Corporation PRIM currently carries a Zacks Rank #2.,www.nasdaq.com,2024-06-21 17:50:57+00:00,2024-06-23 03:10:35
12,New Strong Sell Stocks for August 6th,"Avista Corporation AVA is an energy company involved in the production, transmission and distribution of energy. ... Primoris Services Corporation PRIM, ...",uk.movies.yahoo.com,2024-06-21 13:51:58+00:00,2024-06-23 03:10:35
13,Primoris Services acquires Coastal Field Services - Reuters,"* Primoris Services Corp - Jeff Bridges, former co-owner and president, will continue to manage day-to-day operations as president of Primoris Source ...",www.reuters.com,2024-06-21 09:00:56+00:00,2024-06-23 03:10:35
14,Louisiana-Pacific's (LPX) Stock Rallies 21% YTD: Here's Why | Nasdaq,"Primoris Services Corporation PRIM currently carries a Zacks Rank #2 (Buy). It has a trailing four-quarter earnings surprise of 152.4%, on average.",www.nasdaq.com,2024-06-25 00:29:12+00:00,2024-06-25 03:10:29
15,Validea Detailed Fundamental Analysis - PRIM - Nasdaq,PRIMORIS SERVICES CORP (PRIM) is a mid-cap growth stock in the ... Company Logo. Do Not Sell or Share My Personal Data. When you visit our website ...,www.nasdaq.com,2024-06-24 20:09:43+00:00,2024-06-25 03:10:29
16,"Sidoti Events, LLC's Virtual June Small-Cap Conference - The Globe and Mail",GATX Corporation (GATX). Hillenbrand (HI). MYR Group Inc. (MYRG). Pitney Bowes (PBI). Primoris Services Corporation (PRIM). Sonendo (SONX). Titan ...,www.theglobeandmail.com,2024-06-24 17:35:54+00:00,2024-06-25 03:10:29
17,"Primoris Services (NYSE:PRIM) sheds 3.5% this week, as yearly returns fall more in line with ...","A specialty contractor company, provides a range of specialty construction, fabrication, maintenance, replacement, and engineering services in the ...",simplywall.st,2024-06-25 10:59:33+00:00,2024-06-26 03:10:30
18,"Ex-Dividend Reminder: Veralto, Primoris Services and Benchmark Electronics | Nasdaq","... Primoris Services Corp, and 1.68% for Benchmark Electronics, Inc.. In Wednesday trading, Veralto Corp shares are currently off about 0.8%, Primoris ...",www.nasdaq.com,2024-06-26 15:14:08+00:00,2024-06-26 17:10:40
