Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-05-03 09:30:00,49.40999984741211,49.40999984741211,49.390201568603516,49.39500045776367,0,0.0,0.0,0.0
2024-05-03 10:30:00,49.390899658203125,49.39500045776367,49.380001068115234,49.38970184326172,3329,0.0,0.0,0.0
2024-05-03 11:30:00,49.38999938964844,49.390499114990234,49.38740158081055,49.38990020751953,2273,0.0,0.0,0.0
2024-05-03 12:30:00,49.38850021362305,49.38999938964844,49.3849983215332,49.385101318359375,3454,0.0,0.0,0.0
2024-05-03 13:30:00,49.38999938964844,49.399898529052734,49.3849983215332,49.38999938964844,4644,0.0,0.0,0.0
2024-05-03 14:30:00,49.39500045776367,49.400001525878906,49.3921012878418,49.3921012878418,4223,0.0,0.0,0.0
2024-05-03 15:30:00,49.39500045776367,49.39509963989258,49.38999938964844,49.39500045776367,4405,0.0,0.0,0.0
2024-05-06 09:30:00,49.39500045776367,49.39509963989258,49.39500045776367,49.39500045776367,2618,0.0,0.0,0.0
2024-05-06 10:30:00,49.38999938964844,49.400001525878906,49.38999938964844,49.399898529052734,5404,0.0,0.0,0.0
2024-05-06 11:30:00,49.39500045776367,49.39500045776367,49.39360046386719,49.39360046386719,865,0.0,0.0,0.0
2024-05-06 12:30:00,49.39120101928711,49.39870071411133,49.39120101928711,49.39870071411133,5976,0.0,0.0,0.0
2024-05-06 13:30:00,49.39500045776367,49.39870071411133,49.393001556396484,49.39500045776367,1057,0.0,0.0,0.0
2024-05-06 14:30:00,49.400001525878906,49.400001525878906,49.391700744628906,49.391700744628906,2503,0.0,0.0,0.0
2024-05-06 15:30:00,49.400001525878906,49.400001525878906,49.39500045776367,49.400001525878906,1518,0.0,0.0,0.0
2024-05-07 09:30:00,49.40999984741211,49.40999984741211,49.401100158691406,49.401100158691406,2867,0.0,0.0,0.0
2024-05-07 10:30:00,49.40999984741211,49.40999984741211,49.400001525878906,49.404998779296875,4401,0.0,0.0,0.0
2024-05-07 11:30:00,49.40999984741211,49.40999984741211,49.40129852294922,49.40129852294922,4943,0.0,0.0,0.0
2024-05-07 12:30:00,49.40129852294922,49.404998779296875,49.40129852294922,49.404998779296875,408,0.0,0.0,0.0
2024-05-07 13:30:00,49.404998779296875,49.40999984741211,49.400001525878906,49.404998779296875,1723,0.0,0.0,0.0
2024-05-07 14:30:00,49.400001525878906,49.40729904174805,49.400001525878906,49.400001525878906,3008,0.0,0.0,0.0
2024-05-07 15:30:00,49.400901794433594,49.40999984741211,49.400001525878906,49.400001525878906,57763,0.0,0.0,0.0
2024-05-08 09:30:00,49.40999984741211,49.40999984741211,49.400299072265625,49.404998779296875,0,0.0,0.0,0.0
2024-05-08 10:30:00,49.400001525878906,49.40999984741211,49.38999938964844,49.40999984741211,11959,0.0,0.0,0.0
2024-05-08 11:30:00,49.404998779296875,49.409000396728516,49.400001525878906,49.400001525878906,3703,0.0,0.0,0.0
2024-05-08 12:30:00,49.404998779296875,49.404998779296875,49.39970016479492,49.39970016479492,11459,0.0,0.0,0.0
2024-05-08 13:30:00,49.400001525878906,49.400001525878906,49.390098571777344,49.39970016479492,2893,0.0,0.0,0.0
2024-05-08 14:30:00,49.39469909667969,49.400001525878906,49.38999938964844,49.400001525878906,58816,0.0,0.0,0.0
2024-05-08 15:30:00,49.400001525878906,49.400001525878906,49.39500045776367,49.400001525878906,1490,0.0,0.0,0.0
2024-05-09 09:30:00,49.42499923706055,49.429901123046875,49.41999816894531,49.41999816894531,3162,0.0,0.0,0.0
2024-05-09 10:30:00,49.4297981262207,49.43000030517578,49.42499923706055,49.43000030517578,3898,0.0,0.0,0.0
2024-05-09 11:30:00,49.43000030517578,49.43000030517578,49.41999816894531,49.41999816894531,3335,0.0,0.0,0.0
2024-05-09 12:30:00,49.429500579833984,49.4296989440918,49.42509841918945,49.4296989440918,1205,0.0,0.0,0.0
2024-05-09 13:30:00,49.42620086669922,49.43000030517578,49.42499923706055,49.42509841918945,7581,0.0,0.0,0.0
2024-05-09 14:30:00,49.42509841918945,49.4297981262207,49.42499923706055,49.42499923706055,825,0.0,0.0,0.0
2024-05-09 15:30:00,49.41999816894531,49.43000030517578,49.41999816894531,49.43000030517578,2339,0.0,0.0,0.0
2024-05-10 09:30:00,49.439998626708984,49.439998626708984,49.41999816894531,49.41999816894531,0,0.0,0.0,0.0
2024-05-10 10:30:00,49.42020034790039,49.42789840698242,49.418701171875,49.418701171875,2119,0.0,0.0,0.0
2024-05-10 11:30:00,49.41889953613281,49.41889953613281,49.415000915527344,49.415000915527344,8633,0.0,0.0,0.0
2024-05-10 12:30:00,49.41999816894531,49.41999816894531,49.415000915527344,49.41510009765625,1534,0.0,0.0,0.0
2024-05-10 13:30:00,49.41999816894531,49.41999816894531,49.40999984741211,49.40999984741211,1106,0.0,0.0,0.0
2024-05-10 14:30:00,49.41579818725586,49.41999816894531,49.41579818725586,49.419898986816406,1300,0.0,0.0,0.0
2024-05-10 15:30:00,49.419898986816406,49.419898986816406,49.415000915527344,49.415000915527344,1118,0.0,0.0,0.0
2024-05-13 09:30:00,49.41999816894531,49.439998626708984,49.41999816894531,49.435001373291016,1542,0.0,0.0,0.0
2024-05-13 10:30:00,49.43989944458008,49.43989944458008,49.43109893798828,49.435001373291016,1872,0.0,0.0,0.0
2024-05-13 11:30:00,49.430301666259766,49.430301666259766,49.43009948730469,49.43009948730469,369,0.0,0.0,0.0
2024-05-13 12:30:00,49.43899917602539,49.439998626708984,49.43899917602539,49.439998626708984,317,0.0,0.0,0.0
2024-05-13 13:30:00,49.435001373291016,49.435001373291016,49.435001373291016,49.435001373291016,216,0.0,0.0,0.0
2024-05-13 14:30:00,49.439998626708984,49.439998626708984,49.43000030517578,49.435001373291016,2232,0.0,0.0,0.0
2024-05-13 15:30:00,49.43000030517578,49.435001373291016,49.41999816894531,49.43000030517578,1767,0.0,0.0,0.0
2024-05-14 09:30:00,49.43000030517578,49.45000076293945,49.43000030517578,49.439998626708984,0,0.0,0.0,0.0
2024-05-14 10:30:00,49.44499969482422,49.44990158081055,49.43000030517578,49.43000030517578,23371,0.0,0.0,0.0
2024-05-14 11:30:00,49.439998626708984,49.439998626708984,49.439998626708984,49.439998626708984,559,0.0,0.0,0.0
2024-05-14 12:30:00,49.43960189819336,49.439998626708984,49.435001373291016,49.439998626708984,2602,0.0,0.0,0.0
2024-05-14 13:30:00,49.43009948730469,49.43960189819336,49.43009948730469,49.435001373291016,10330,0.0,0.0,0.0
2024-05-14 14:30:00,49.439701080322266,49.439998626708984,49.43000030517578,49.439701080322266,6169,0.0,0.0,0.0
2024-05-14 15:30:00,49.435001373291016,49.44020080566406,49.435001373291016,49.44020080566406,664,0.0,0.0,0.0
2024-05-15 09:30:00,49.47999954223633,49.47999954223633,49.470001220703125,49.47999954223633,0,0.0,0.0,0.0
2024-05-15 10:30:00,49.47999954223633,49.47999954223633,49.474998474121094,49.47999954223633,8582,0.0,0.0,0.0
2024-05-15 11:30:00,49.474998474121094,49.47990036010742,49.471099853515625,49.474998474121094,2737,0.0,0.0,0.0
2024-05-15 12:30:00,49.47999954223633,49.47999954223633,49.474998474121094,49.474998474121094,1379,0.0,0.0,0.0
2024-05-15 13:30:00,49.474998474121094,49.474998474121094,49.47140121459961,49.47140121459961,1925,0.0,0.0,0.0
2024-05-15 14:30:00,49.47990036010742,49.47990036010742,49.47309875488281,49.474998474121094,1807,0.0,0.0,0.0
2024-05-15 15:30:00,49.474998474121094,49.474998474121094,49.470001220703125,49.470001220703125,0,0.0,0.0,0.0
2024-05-16 09:30:00,49.48109817504883,49.48109817504883,49.48109817504883,49.48109817504883,372,0.0,0.0,0.0
2024-05-16 10:30:00,49.4900016784668,49.4900016784668,49.470001220703125,49.47890090942383,73739,0.0,0.0,0.0
2024-05-16 11:30:00,49.479801177978516,49.47999954223633,49.474998474121094,49.47999954223633,6658,0.0,0.0,0.0
2024-05-16 12:30:00,49.47600173950195,49.47600173950195,49.47600173950195,49.47600173950195,399,0.0,0.0,0.0
2024-05-16 13:30:00,49.47700119018555,49.47700119018555,49.474998474121094,49.474998474121094,1226,0.0,0.0,0.0
2024-05-16 14:30:00,49.474998474121094,49.47999954223633,49.47010040283203,49.47520065307617,3704,0.0,0.0,0.0
2024-05-16 15:30:00,49.47999954223633,49.47999954223633,49.470001220703125,49.474998474121094,616,0.0,0.0,0.0
2024-05-17 09:30:00,49.4900016784668,49.4900016784668,49.48189926147461,49.48189926147461,2901,0.0,0.0,0.0
2024-05-17 10:30:00,49.48699951171875,49.48699951171875,49.48699951171875,49.48699951171875,471,0.0,0.0,0.0
2024-05-17 11:30:00,49.4900016784668,49.4900016784668,49.474998474121094,49.47990036010742,12095,0.0,0.0,0.0
2024-05-17 12:30:00,49.479698181152344,49.479801177978516,49.471900939941406,49.479801177978516,915,0.0,0.0,0.0
2024-05-17 13:30:00,49.473201751708984,49.477901458740234,49.47169876098633,49.47679901123047,1469,0.0,0.0,0.0
2024-05-17 14:30:00,49.474998474121094,49.477901458740234,49.470001220703125,49.474998474121094,16694,0.0,0.0,0.0
2024-05-17 15:30:00,49.47829818725586,49.47829818725586,49.470001220703125,49.470001220703125,1260,0.0,0.0,0.0
2024-05-20 09:30:00,49.47999954223633,49.47999954223633,49.474998474121094,49.474998474121094,0,0.0,0.0,0.0
2024-05-20 10:30:00,49.478599548339844,49.47999954223633,49.47010040283203,49.47010040283203,10910,0.0,0.0,0.0
2024-05-20 11:30:00,49.474998474121094,49.474998474121094,49.474998474121094,49.474998474121094,838,0.0,0.0,0.0
2024-05-20 12:30:00,49.474998474121094,49.479000091552734,49.470001220703125,49.47330093383789,5308,0.0,0.0,0.0
2024-05-20 13:30:00,49.474998474121094,49.474998474121094,49.470001220703125,49.47090148925781,1309,0.0,0.0,0.0
2024-05-20 14:30:00,49.474998474121094,49.474998474121094,49.470001220703125,49.474998474121094,3304,0.0,0.0,0.0
2024-05-20 15:30:00,49.470001220703125,49.47990036010742,49.46500015258789,49.46500015258789,5676,0.0,0.0,0.0
2024-05-21 09:30:00,49.4900016784668,49.4900016784668,49.47999954223633,49.4900016784668,0,0.0,0.0,0.0
2024-05-21 10:30:00,49.485801696777344,49.485801696777344,49.47999954223633,49.48350143432617,3246,0.0,0.0,0.0
2024-05-21 11:30:00,49.48500061035156,49.4900016784668,49.48080062866211,49.4900016784668,5368,0.0,0.0,0.0
2024-05-21 12:30:00,49.48310089111328,49.4900016784668,49.48310089111328,49.4900016784668,4477,0.0,0.0,0.0
