Ticker,Name,Sector,Cap,NameCln
GMS,GMS Inc,Industrials,3724.0,GMS
HL,Hecla Mining Co.,Basic Materials,3714.0,Hecla Mining
BE,Bloom Energy Corp,Industrials,3703.0,Bloom Energy
NSP,Insperity Inc,Industrials,3677.0,Insperity
SMG,Scotts Miracle-Gro Company,Basic Materials,3674.0,Scotts Miracle-Gro
SPR,Spirit Aerosystems Holdings Inc,Industrials,3560.0,Spirit Aerosystems
MAN,ManpowerGroup,Industrials,3546.0,ManpowerGroup
KFY,Korn Ferry,Industrials,3499.0,Korn Ferry
HCC,Warrior Met Coal Inc,Basic Materials,3470.0,Warrior Met Coal
WBT,Welbilt Inc,Industrials,3438.0,Welbilt
GFF,Griffon Corp.,Industrials,3303.0,Griffon
KTOS,Kratos Defense & Security Solutions Inc,Industrials,3272.0,Kratos Defense & Security Solutions
KWR,Quaker Houghton,Basic Materials,3266.0,Quaker Houghton
IOSP,Innospec Inc,Basic Materials,3203.0,Innospec
SEB,Seaboard Corp.,Industrials,3188.0,Seaboard
SXT,Sensient Technologies Corp.,Basic Materials,3173.0,Sensient Technologies
KAI,"Kadant, Inc.",Industrials,3171.0,Kadant
INSW,International Seaways Inc,Industrials,3169.0,International Seaways
IESC,IES Holdings Inc,Industrials,3161.0,IES
CNR,Cornerstone Building Brands Inc,Industrials,3141.0,Cornerstone Building Brands
REZI,Resideo Technologies Inc,Industrials,3136.0,Resideo Technologies
TROX,Tronox Holdings plc,Basic Materials,3120.0,Tronox
WDFC,WD-40 Co.,Basic Materials,3106.0,WD-40
HI,Hillenbrand Inc,Industrials,3092.0,Hillenbrand
NPO,Enpro Inc,Industrials,3076.0,Enpro
ARNC,Arconic Corporation,Industrials,3009.0,Arconic
BRC,Brady Corp.,Industrials,3001.0,Brady
JBT,John Bean Technologies Corp,Industrials,2975.0,John Bean Technologies
LTHM,Livent Corp,Basic Materials,2967.0,Livent
MLHR,Herman Miller Inc.,Industrials,2958.0,Herman Miller
ABM,ABM Industries Inc.,Industrials,2946.0,ABM Industries
PRIM,Primoris Services Corp,Industrials,2942.0,Primoris Services
DOOR,Masonite International Corp,Industrials,2920.0,Masonite International
SKYW,Skywest Inc.,Industrials,2909.0,Skywest
WOR,Worthington Enterprises Inc.,Basic Materials,2863.0,Worthington Enterprises
MWA,Mueller Water Products Inc,Industrials,2862.0,Mueller Water Products
UFS,Domtar Corporation,Basic Materials,2796.0,Domtar
GVA,Granite Construction Inc.,Industrials,2749.0,Granite Construction
MTX,"Minerals Technologies, Inc.",Basic Materials,2721.0,Minerals Technologies
MGRC,McGrath Rentcorp,Industrials,2706.0,McGrath Rentcorp
CVA,Covanta Holding Corporation,Industrials,2695.0,Covanta
ROAD,Construction Partners Inc,Industrials,2664.0,Construction Partners
HUBG,"Hub Group, Inc.",Industrials,2644.0,Hub Group
ICFI,"ICF International, Inc",Industrials,2638.0,ICF International
MYRG,MYR Group Inc,Industrials,2631.0,MYR Group
AZZ,AZZ Inc,Industrials,2531.0,AZZ
PATK,"Patrick Industries, Inc.",Industrials,2528.0,Patrick Industries
TGLS,Tecnoglass Inc,Industrials,2527.0,Tecnoglass
TRN,"Trinity Industries, Inc.",Industrials,2517.0,Trinity Industries
AIR,AAR Corp.,Industrials,2508.0,AAR
POWL,"Powell Industries, Inc.",Industrials,2471.0,Powell Industries
UNF,Unifirst Corp.,Industrials,2445.0,Unifirst
ARCB,ArcBest Corp,Industrials,2432.0,ArcBest
PLUG,Plug Power Inc,Industrials,2413.0,Plug Power
PGTI,PGT Innovations Inc,Industrials,2404.0,PGT Innovations
CUB,Cubic Corp.,Industrials,2383.0,Cubic
GCP,GCP Applied Technologies Inc,Basic Materials,2369.0,GCP Applied Technologies
MTRN,Materion Corp,Basic Materials,2364.0,Materion
WERN,"Werner Enterprises, Inc.",Industrials,2346.0,Werner Enterprises
VRTV,Veritiv Corp,Industrials,2306.0,Veritiv
ALG,Alamo Group Inc.,Industrials,2306.0,Alamo Group
CDE,Coeur Mining Inc,Basic Materials,2244.0,Coeur Mining
ASPN,Aspen Aerogels Inc.,Industrials,2223.0,Aspen Aerogels
ROCK,Gibraltar Industries Inc.,Industrials,2221.0,Gibraltar Industries
HNI,HNI Corp.,Industrials,2128.0,HNI
SNDR,Schneider National Inc,Industrials,2037.0,Schneider National
ENR,Energizer Holdings Inc,Industrials,2026.0,Energizer
B,Barnes Group Inc.,Industrials,2015.0,Barnes Group
USLM,United States Lime & Minerals Inc.,Basic Materials,1963.0,United States Lime & Minerals
KMT,Kennametal Inc.,Industrials,1958.0,Kennametal
SXI,Standex International Corp.,Industrials,1940.0,Standex International
TNC,Tennant Co.,Industrials,1927.0,Tennant
SCL,Stepan Co.,Basic Materials,1925.0,Stepan
NSSC,NAPCO Security Technologies Inc,Industrials,1906.0,NAPCO Security Technologies
MRCY,Mercury Systems Inc,Industrials,1855.0,Mercury Systems
FOE,Ferro Corp.,Basic Materials,1843.0,Ferro
HWKN,Hawkins Inc,Basic Materials,1834.0,Hawkins
JBLU,Jetblue Airways Corp,Industrials,1827.0,Jetblue Airways
NGVT,Ingevity Corp,Basic Materials,1739.0,Ingevity
CENX,Century Aluminum Co.,Basic Materials,1737.0,Century Aluminum
HEES,H&E Equipment Services Inc,Industrials,1735.0,H&E Equipment Services
RFP,Resolute Forest Products Inc,Basic Materials,1700.0,Resolute Forest Products
GBX,"Greenbrier Cos., Inc.",Industrials,1638.0,Greenbrier
KRO,"Kronos Worldwide, Inc.",Basic Materials,1630.0,Kronos Worldwide
HLIO,Helios Technologies Inc,Industrials,1619.0,Helios Technologies
HURN,Huron Consulting Group Inc,Industrials,1586.0,Huron Consulting Group
KALU,Kaiser Aluminum Corp,Basic Materials,1574.0,Kaiser Aluminum
NVEE,NV5 Global Inc,Industrials,1530.0,NV5 Global
KRA,Kraton Corp,Basic Materials,1498.0,Kraton
APOG,Apogee Enterprises Inc.,Industrials,1453.0,Apogee Enterprises
UPWK,Upwork Inc,Industrials,1438.0,Upwork
MRTN,"Marten Transport, Ltd.",Industrials,1433.0,Marten Transport
HTZ,Hertz Global Holdings Inc.,Industrials,1425.0,Hertz Global
REVG,REV Group Inc,Industrials,1334.0,REV Group
BV,BrightView Holdings Inc,Industrials,1332.0,BrightView
ARLO,Arlo Technologies Inc,Industrials,1331.0,Arlo Technologies
KAMN,Kaman Corp.,Industrials,1303.0,Kaman
JELD,JELD-WEN Holding Inc.,Industrials,1291.0,JELD-WEN
CMCO,Columbus Mckinnon Corp.,Industrials,1261.0,Columbus Mckinnon
SCS,"Steelcase, Inc.",Industrials,1244.0,Steelcase
LNN,Lindsay Corporation,Industrials,1242.0,Lindsay
VSEC,VSE Corp.,Industrials,1238.0,VSE
KNL,Knoll Inc,Industrials,1227.0,Knoll
CCF,Chase Corp.,Basic Materials,1214.0,Chase
ULH,Universal Logistics Holdings Inc,Industrials,1203.0,Universal Logistics
KFRC,Kforce Inc.,Industrials,1199.0,Kforce
AMRC,Ameresco Inc.,Industrials,1191.0,Ameresco
TRNS,Transcat Inc,Industrials,1181.0,Transcat
CRAI,CRA International Inc.,Industrials,1179.0,CRA International
THR,Thermon Group Holdings Inc,Industrials,1176.0,Thermon Group
GPRE,Green Plains Inc,Basic Materials,1166.0,Green Plains
CIR,Circor International Inc,Industrials,1142.0,Circor International
TPC,Tutor Perini Corp,Industrials,1124.0,Tutor Perini
LDL,"Lydall, Inc.",Industrials,1120.0,Lydall
TRS,Trimas Corporation,Industrials,1088.0,Trimas
TGI,Triumph Group Inc.,Industrials,1077.0,Triumph Group
HY,Hyster-Yale Materials Handling Inc,Industrials,1062.0,Hyster-Yale Materials Handling
NX,Quanex Building Products Corp,Industrials,1055.0,Quanex Building Products
WNC,Wabash National Corp.,Industrials,994.0,Wabash National
CAI,Cai International Inc,Industrials,972.0,Cai International
GNK,Genco Shipping & Trading Limited,Industrials,935.0,Genco Shipping & Trading Limited
AGX,"Argan, Inc.",Industrials,917.0,Argan
PBI,"Pitney Bowes, Inc.",Industrials,902.0,Pitney Bowes
HTLD,"Heartland Express, Inc.",Industrials,900.0,Heartland Express
BXC,Bluelinx Hldgs Inc,Industrials,895.0,Bluelinx Hldgs
ALGT,Allegiant Travel,Industrials,893.0,Allegiant Travel
KOP,Koppers Holdings Inc,Basic Materials,889.0,Koppers
SXC,SunCoke Energy Inc,Basic Materials,884.0,SunCoke Energy
ATSG,Air Transport Services Group Inc,Industrials,881.0,Air Transport Services Group
GRC,Gorman-Rupp Co.,Industrials,875.0,Gorman-Rupp
MATW,Matthews International Corp.,Industrials,868.0,Matthews International
CLW,Clearwater Paper Corp,Basic Materials,867.0,Clearwater Paper
DCO,Ducommun Inc.,Industrials,848.0,Ducommun
RYI,Ryerson Holding Corp.,Industrials,845.0,Ryerson
FBM,Foundation Building Materials Inc,Industrials,831.0,Foundation Building Materials
BBSI,Barrett Business Services Inc.,Industrials,824.0,Barrett Business Services
ERII,Energy Recovery Inc,Industrials,791.0,Energy Recovery
DXPE,"DXP Enterprises, Inc.",Industrials,791.0,DXP Enterprises
RRD,R.R. Donnelley & Sons Co.,Industrials,790.0,RR Donnelley & Sons
VRS,Verso Corp,Basic Materials,787.0,Verso
PRLB,Proto Labs Inc,Industrials,783.0,Proto Labs
KELYA,"Kelly Services, Inc.",Industrials,778.0,Kelly Services
HAYN,Haynes International Inc.,Industrials,753.0,Haynes International
RGR,"Sturm, Ruger & Co., Inc.",Industrials,749.0,Sturm Ruger
ASTE,Astec Industries Inc.,Industrials,745.0,Astec Industries
VVI,Viad Corp.,Industrials,710.0,Viad
HA,"Hawaiian Holdings, Inc.",Industrials,709.0,Hawaiian
HSII,"Heidrick & Struggles International, Inc.",Industrials,708.0,Heidrick & Struggles International
EGLE,Eagle Bulk Shipping Inc,Industrials,693.0,Eagle Bulk Shipping
LXU,"LSB Industries, Inc.",Basic Materials,692.0,LSB Industries
MERC,Mercer International Inc.,Basic Materials,660.0,Mercer International
PLPC,Preformed Line Products Co.,Industrials,650.0,Preformed Line Products
ATRO,Astronics Corp.,Industrials,619.0,Astronics
GLDD,Great Lakes Dredge & Dock Corporation,Industrials,618.0,Great Lakes Dredge & Dock
IIIN,"Insteel Industries, Inc.",Industrials,617.0,Insteel Industries
ASIX,AdvanSix Inc,Basic Materials,610.0,AdvanSix
TWI,"Titan International, Inc.",Industrials,602.0,Titan International
MUX,McEwen Mining Inc,Basic Materials,599.0,McEwen Mining
OFLX,Omega Flex Inc,Industrials,593.0,Omega Flex
ZEUS,Olympic Steel Inc.,Basic Materials,592.0,Olympic Steel
CASS,Cass Information Systems Inc,Industrials,587.0,Cass Information Systems
KE,Kimball Electronics Inc,Industrials,570.0,Kimball Electronics
ACTG,Acacia Research Corp,Industrials,552.0,Acacia Research
CYRX,CryoPort Inc,Industrials,548.0,CryoPort
EBF,Ennis Inc.,Industrials,538.0,Ennis
NP,Neenah Inc,Basic Materials,537.0,Neenah
NPK,"National Presto Industries, Inc.",Industrials,529.0,National Presto Industries
CMP,Compass Minerals International Inc,Basic Materials,520.0,Compass Minerals International
CCRN,"Cross Country Healthcares, Inc.",Industrials,517.0,Cross Country Healthcares
FC,Franklin Covey Co.,Industrials,491.0,Franklin Covey
AMSC,American Superconductor Corp.,Industrials,490.0,American Superconductor
ACCO,Acco Brands Corporation,Industrials,486.0,Acco Brands
TRC,Tejon Ranch Co.,Industrials,483.0,Tejon Ranch
EAF,GrafTech International Ltd.,Industrials,460.0,GrafTech International
WLDN,Willdan Group Inc,Industrials,442.0,Willdan Group
WLFC,Willis Lease Finance Corp.,Industrials,441.0,Willis Lease Finance
HDSN,"Hudson Technologies, Inc.",Basic Materials,439.0,Hudson Technologies
MTW,"Manitowoc Co., Inc.",Industrials,432.0,Manitowoc
FCEL,Fuelcell Energy Inc,Industrials,424.0,Fuelcell Energy
ODC,Oil-Dri Corp. Of America,Basic Materials,423.0,Oil-DriOf America
KODK,Eastman Kodak Co.,Industrials,421.0,Eastman Kodak
XONE,BondBloxx ETF Trust,Industrials,420.0,BondBloxx ETF Trust
SAVE,Spirit Airlines Inc,Industrials,407.0,Spirit Airlines
TITN,Titan Machinery Inc,Industrials,404.0,Titan Machinery
FWRD,Forward Air Corp.,Industrials,397.0,Forward Air
BBCP,Concrete Pumping Holdings Inc,Industrials,389.0,Concrete Pumping
SMHI,SEACOR Marine Holdings Inc,Industrials,383.0,SEACOR Marine
IPI,Intrepid Potash Inc,Basic Materials,366.0,Intrepid Potash
PANL,Pangaea Logistics Solutions Ltd,Industrials,366.0,Pangaea Logistics Solutions
RYAM,Rayonier Advanced Materials Inc,Basic Materials,365.0,Rayonier Advanced Materials
MIC,Macquarie Infrastructure Holdings LLC,Industrials,364.0,Macquarie Infrastructure
NL,"NL Industries, Inc.",Industrials,350.0,NL Industries
PTSI,"P.A.M. Transportation Services, Inc.",Industrials,350.0,PAM Transportation Services
NWPX,Northwest Pipe Co.,Industrials,345.0,Northwest Pipe
FORR,Forrester Research Inc.,Industrials,344.0,Forrester Research
PKOH,Park-Ohio Holdings Corp.,Industrials,341.0,Park-Ohio
TBI,TrueBlue Inc,Industrials,332.0,TrueBlue
USAP,"Universal Stainless & Alloy Products, Inc.",Basic Materials,317.0,Universal Stainless & Alloy Products
CIX,"Compx International, Inc.",Industrials,309.0,Compx International
ORN,Orion Group Holdings Inc,Industrials,306.0,Orion Group
GHM,Graham Corp.,Industrials,298.0,Graham
FSTR,L.B. Foster Co.,Industrials,296.0,LB Foster
PMTS,CPI Card Group Inc,Industrials,296.0,CPI Card Group
