Ticker,Name,Sector,Cap,NameCln
COTY,Coty Inc,Consumer Defensive,9295.0,Coty
MUSA,Murphy USA Inc,Consumer Cyclical,9238.0,Murphy USA
TPX,Tempur Sealy International Inc,Consumer Cyclical,8614.0,Tempur Sealy International
HAS,"Hasbro, Inc.",Consumer Cyclical,8597.0,Hasbro
PPC,Pilgrim`s Pride Corp.,Consumer Defensive,8554.0,Pilgrim's Pride
GPK,Graphic Packaging Holding Co,Consumer Cyclical,8491.0,Graphic Packaging
ARMK,Aramark,Consumer Cyclical,8368.0,Aramark
COKE,Coca-Cola Consolidated Inc,Consumer Defensive,8272.0,Coca-Cola Consolidated
BWA,BorgWarner Inc,Consumer Cyclical,8188.0,BorgWarner
GNTX,Gentex Corp.,Consumer Cyclical,7960.0,Gentex
SFM,Sprouts Farmers Market Inc,Consumer Defensive,7932.0,Sprouts Farmers Market
ANF,Abercrombie & Fitch Co.,Consumer Cyclical,7787.0,Abercrombie & Fitch
INGR,Ingredion Inc,Consumer Defensive,7644.0,Ingredion
GPS,"Gap, Inc.",Consumer Cyclical,7601.0,Gap
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,7393.0,Mohawk Industries
FIVE,Five Below Inc,Consumer Cyclical,7332.0,Five Below
GME,Gamestop Corporation,Consumer Cyclical,7241.0,Gamestop
MTN,Vail Resorts Inc.,Consumer Cyclical,7236.0,Vail Resorts
CZR,Caesars Entertainment Inc,Consumer Cyclical,7198.0,Caesars Entertainment
ETSY,Etsy Inc,Consumer Cyclical,7141.0,Etsy
NCLH,Norwegian Cruise Line Holdings Ltd,Consumer Cyclical,7105.0,Norwegian Cruise Line
LEA,Lear Corp.,Consumer Cyclical,7096.0,Lear
LAD,"Lithia Motors, Inc.",Consumer Cyclical,7070.0,Lithia Motors
AN,Autonation Inc.,Consumer Cyclical,6835.0,Autonation
HRB,H&R Block Inc.,Consumer Cyclical,6826.0,H&R Block
BERY,Berry Global Group Inc,Consumer Cyclical,6776.0,Berry Global Group
DAR,Darling Ingredients Inc,Consumer Defensive,6680.0,Darling Ingredients
H,Hyatt Hotels Corporation,Consumer Cyclical,6677.0,Hyatt Hotels
ALSN,Allison Transmission Holdings Inc,Consumer Cyclical,6571.0,Allison Transmission
PVH,PVH Corp,Consumer Cyclical,6498.0,PVH
FRPT,Freshpet Inc,Consumer Defensive,6396.0,Freshpet
POST,Post Holdings Inc,Consumer Defensive,6370.0,Post
MTH,Meritage Homes Corp.,Consumer Cyclical,6256.0,Meritage Homes
BFAM,"Bright Horizons Family Solutions, Inc.",Consumer Cyclical,6148.0,Bright Horizons Family Solutions
MAT,"Mattel, Inc.",Consumer Cyclical,6097.0,Mattel
TMHC,Taylor Morrison Home Corp.,Consumer Cyclical,6032.0,Taylor Morrison Home
SON,Sonoco Products Co.,Consumer Cyclical,5864.0,Sonoco Products
W,Wayfair Inc,Consumer Cyclical,5734.0,Wayfair
M,Macy`s Inc,Consumer Cyclical,5608.0,Macy's
WH,Wyndham Hotels & Resorts Inc,Consumer Cyclical,5604.0,Wyndham Hotels & Resorts
DDS,Dillard`s Inc.,Consumer Cyclical,5527.0,Dillard's
SEE,Sealed Air Corp.,Consumer Cyclical,5414.0,Sealed Air
CHH,"Choice Hotels International, Inc.",Consumer Cyclical,5393.0,Choice Hotels International
PLNT,Planet Fitness Inc,Consumer Cyclical,5386.0,Planet Fitness
BC,Brunswick Corp.,Consumer Cyclical,5273.0,Brunswick
KBH,KB Home,Consumer Cyclical,5257.0,KB Home
MOD,Modine Manufacturing Co.,Consumer Cyclical,5250.0,Modine Manufacturing
LANC,Lancaster Colony Corp.,Consumer Defensive,5066.0,Lancaster Colony
THO,"Thor Industries, Inc.",Consumer Cyclical,5035.0,Thor Industries
SLGN,Silgan Holdings Inc.,Consumer Cyclical,4979.0,Silgan
COLM,Columbia Sportswear Co.,Consumer Cyclical,4906.0,Columbia Sportswear
OLLI,Ollies Bargain Outlet Holdings Inc,Consumer Defensive,4837.0,Ollies Bargain Outlet
FLO,"Flowers Foods, Inc.",Consumer Defensive,4825.0,Flowers Foods
VFC,VF Corp.,Consumer Cyclical,4803.0,VF
BYD,Boyd Gaming Corp.,Consumer Cyclical,4778.0,Boyd Gaming
WHR,Whirlpool Corp.,Consumer Cyclical,4740.0,Whirlpool
MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,4727.0,MDC
AEO,American Eagle Outfitters Inc.,Consumer Cyclical,4697.0,American Eagle Outfitters
ABG,Asbury Automotive Group Inc,Consumer Cyclical,4689.0,Asbury Automotive Group
HOG,"Harley-Davidson, Inc.",Consumer Cyclical,4678.0,Harley-Davidson
SIG,Signet Jewelers Ltd,Consumer Cyclical,4669.0,Signet Jewelers
PII,Polaris Inc,Consumer Cyclical,4632.0,Polaris
RH,RH,Consumer Cyclical,4597.0,RH
HGV,Hilton Grand Vacations Inc,Consumer Cyclical,4334.0,Hilton Grand Vacations
LOPE,Grand Canyon Education Inc,Consumer Defensive,4307.0,Grand Canyon Education
FIZZ,National Beverage Corp.,Consumer Defensive,4297.0,National Beverage
GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,4191.0,Group 1 Automotive
AAP,Advance Auto Parts Inc,Consumer Cyclical,4183.0,Advance Auto Parts
VNE,Veoneer Inc,Consumer Cyclical,4139.0,Veoneer
SKY,Skyline Champion Corp,Consumer Cyclical,4077.0,Skyline Champion
GOLF,Acushnet Holdings Corp,Consumer Cyclical,4007.0,Acushnet
CPRI,Capri Holdings Ltd,Consumer Cyclical,3992.0,Capri
KTB,Kontoor Brands Inc,Consumer Cyclical,3991.0,Kontoor Brands
ELY,Topgolf Callaway Brands Corp,Consumer Cyclical,3941.0,Topgolf Callaway Brands
URBN,"Urban Outfitters, Inc.",Consumer Cyclical,3893.0,Urban Outfitters
IPAR,"Inter Parfums, Inc.",Consumer Defensive,3870.0,Inter Parfums
SHAK,Shake Shack Inc,Consumer Cyclical,3785.0,Shake Shack
SMPL,Simply Good Foods Co,Consumer Defensive,3696.0,Simply Good Foods
PRMW,Primo Water Corporation,Consumer Defensive,3620.0,Primo Water
TPH,Tri Pointe Homes Inc.,Consumer Cyclical,3594.0,Tri Pointe Homes
WEN,Wendy`s Co,Consumer Cyclical,3539.0,Wendy's
JWN,"Nordstrom, Inc.",Consumer Cyclical,3517.0,Nordstrom
