Ticker,Name,Sector,Cap,NameCln
CFG,Citizens Financial Group Inc,Financial Services,15771.0,Citizens Financial Group
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,15224.0,Mid-America Apartment Communities
SUI,"Sun Communities, Inc.",Real Estate,14481.0,Sun Communities
IBKR,Interactive Brokers Group Inc,Financial Services,13774.0,Interactive Brokers Group
FNF,Fidelity National Financial Inc,Financial Services,13744.0,Fidelity National Financial
RGA,"Reinsurance Group Of America, Inc.",Financial Services,13665.0,Reinsurance Group Of America
KEY,Keycorp,Financial Services,13379.0,Keycorp
DOC,Healthpeak Properties Inc.,Real Estate,13309.0,Healthpeak Properties
EQH,Equitable Holdings Inc,Financial Services,13146.0,Equitable
AMH,American Homes 4 Rent,Real Estate,13059.0,American Homes 4 Rent
TW,Tradeweb Markets Inc,Financial Services,12846.0,Tradeweb Markets
HST,Host Hotels & Resorts Inc,Real Estate,12811.0,Host Hotels & Resorts
SC,Santander Consumer USA Holdings Inc,Financial Services,12734.0,Santander Consumer USA
UDR,UDR Inc,Real Estate,12583.0,UDR
MORN,Morningstar Inc,Financial Services,12479.0,Morningstar
KIM,Kimco Realty Corporation,Real Estate,12289.0,Kimco Realty
WPC,W. P. Carey Inc,Real Estate,12276.0,W P Carey
BEN,"Franklin Resources, Inc.",Financial Services,12137.0,Franklin Resources
RNR,RenaissanceRe Holdings Ltd,Financial Services,12108.0,RenaissanceRe
CNA,CNA Financial Corp.,Financial Services,12084.0,CNA Financial
GLPI,Gaming and Leisure Properties Inc,Real Estate,11976.0,Gaming and Leisure Properties
ALLY,Ally Financial Inc,Financial Services,11588.0,Ally Financial
VER,VEREIT Inc,Real Estate,11491.0,VEREIT
ELS,Equity Lifestyle Properties Inc.,Real Estate,11423.0,Equity Lifestyle Properties
Y,Alleghany Corp.,Financial Services,11407.0,Alleghany
LSI,Life Storage Inc,Real Estate,11325.0,Life Storage
REG,Regency Centers Corporation,Real Estate,10885.0,Regency Centers
CPT,Camden Property Trust,Real Estate,10814.0,Camden Property Trust
AFG,American Financial Group Inc,Financial Services,10608.0,American Financial Group
LAMR,Lamar Advertising Co,Real Estate,10401.0,Lamar Advertising
EWBC,"East West Bancorp, Inc.",Financial Services,10235.0,East West Bancorp
UNM,Unum Group,Financial Services,9901.0,Unum Group
JEF,Jefferies Financial Group Inc,Financial Services,9731.0,Jefferies Financial Group
NLY,Annaly Capital Management Inc,Real Estate,9679.0,Annaly Capital Management
REXR,Rexford Industrial Realty Inc,Real Estate,9519.0,Rexford Industrial Realty
JLL,Jones Lang Lasalle Inc.,Real Estate,9346.0,Jones Lang Lasalle
CUBE,CubeSmart,Real Estate,9343.0,CubeSmart
ACC,American Campus Communities Inc.,Real Estate,9125.0,American Campus Communities
BXP,"Boston Properties, Inc.",Real Estate,9124.0,Boston Properties
STOR,Store Capital Corp,Real Estate,9105.0,Store Capital
KNSL,Kinsale Capital Group Inc,Financial Services,8821.0,Kinsale Capital Group
SEIC,SEI Investments Co.,Financial Services,8793.0,SEI Investments
AIZ,Assurant Inc,Financial Services,8763.0,Assurant
FHN,First Horizon Corporation,Financial Services,8575.0,First Horizon
ORI,Old Republic International Corp.,Financial Services,8484.0,Old Republic International
SF,Stifel Financial Corp.,Financial Services,8264.0,Stifel Financial
FRT,Federal Realty Investment Trust.,Real Estate,8129.0,Federal Realty Investment Trust
MKTX,MarketAxess Holdings Inc.,Financial Services,7820.0,MarketAxess
EVR,Evercore Inc,Financial Services,7780.0,Evercore
GL,Globe Life Inc,Financial Services,7747.0,Globe Life
OHI,"Omega Healthcare Investors, Inc.",Real Estate,7690.0,Omega Healthcare Investors
EGP,"Eastgroup Properties, Inc.",Real Estate,7678.0,Eastgroup Properties
PRI,Primerica Inc,Financial Services,7669.0,Primerica
WBS,Webster Financial Corp.,Financial Services,7515.0,Webster Financial
NNN,NNN REIT Inc,Real Estate,7475.0,NNN REIT
VOYA,Voya Financial Inc,Financial Services,7454.0,Voya Financial
COLD,Americold Realty Trust Inc,Real Estate,7345.0,Americold Realty Trust
CBSH,"Commerce Bancshares, Inc.",Financial Services,7097.0,Commerce Bancshares
HLI,Houlihan Lokey Inc,Financial Services,7055.0,Houlihan Lokey
AGNC,AGNC Investment Corp,Real Estate,6971.0,AGNC Investment
IVZ,Invesco Ltd,Financial Services,6950.0,Invesco
WAL,Western Alliance Bancorp,Financial Services,6945.0,Western Alliance Bancorp
CMA,"Comerica, Inc.",Financial Services,6692.0,Comerica
RLI,RLI Corp.,Financial Services,6556.0,RLI
BRX,Brixmor Property Group Inc,Real Estate,6508.0,Brixmor Property Group
CFR,Cullen Frost Bankers Inc.,Financial Services,6508.0,Cullen Frost Bankers
BPOP,Popular Inc.,Financial Services,6403.0,Popular
STAG,STAG Industrial Inc,Real Estate,6320.0,STAG Industrial
ZION,Zions Bancorporation N.A,Financial Services,6278.0,Zions Ban NA
RHP,Ryman Hospitality Properties Inc,Real Estate,6269.0,Ryman Hospitality Properties
PNFP,Pinnacle Financial Partners Inc.,Financial Services,6092.0,Pinnacle Financial Partners
FR,"First Industrial Realty Trust, Inc.",Real Estate,6085.0,First Industrial Realty Trust
AXS,Axis Capital Holdings Ltd,Financial Services,6051.0,Axis Capital
WTFC,Wintrust Financial Corp.,Financial Services,6017.0,Wintrust Financial
QTS,Qts Realty Trust Inc,Real Estate,6000.0,Qts Realty Trust
SRC,Spirit Realty Capital Inc,Real Estate,5980.0,Spirit Realty Capital
ADC,Agree Realty Corp.,Real Estate,5962.0,Agree Realty
STWD,Starwood Property Trust Inc,Real Estate,5953.0,Starwood Property Trust
HR,Healthcare Realty Trust Inc,Real Estate,5939.0,Healthcare Realty Trust
ESNT,Essent Group Ltd,Financial Services,5929.0,Essent Group
PB,Prosperity Bancshares Inc.,Financial Services,5911.0,Prosperity Bancshares
SSB,SouthState Corporation,Financial Services,5895.0,SouthState
CACC,Credit Acceptance Corp.,Financial Services,5883.0,Credit Acceptance
MARA,Marathon Digital Holdings Inc,Financial Services,5862.0,Marathon Digital
BOKF,BOK Financial Corp.,Financial Services,5860.0,BOK Financial
SIGI,Selective Insurance Group Inc.,Financial Services,5775.0,Selective Insurance Group
OMF,OneMain Holdings Inc,Financial Services,5757.0,OneMain
SNV,Synovus Financial Corp.,Financial Services,5720.0,Synovus Financial
FAF,First American Financial Corp,Financial Services,5654.0,First American Financial
OZK,Bank OZK,Financial Services,5616.0,Bank OZK
LNC,Lincoln National Corp.,Financial Services,5480.0,Lincoln National
MTG,MGIC Investment Corp,Financial Services,5444.0,MGIC Investment
JHG,Janus Henderson Group plc,Financial Services,5422.0,Janus Henderson Group
TRNO,Terreno Realty Corp,Real Estate,5415.0,Terreno Realty
FCFS,FirstCash Holdings Inc,Financial Services,5381.0,FirstCash
ONB,Old National Bancorp,Financial Services,5346.0,Old National Bancorp
COOP,Mr. Cooper Group Inc,Financial Services,5334.0,Mr Cooper Group
CIT,CIT Group Inc,Financial Services,5306.0,CIT Group
HLNE,Hamilton Lane Inc,Financial Services,5269.0,Hamilton Lane
PSB,"PS Business Parks, Inc.",Real Estate,5178.0,PS Business Parks
CADE,Cadence Bank,Financial Services,5130.0,Cadence Bank
FG,F&G Annuities & Life Inc,Financial Services,5097.0,F&G Annuities & Life
AMG,Affiliated Managers Group Inc.,Financial Services,5096.0,Affiliated Managers Group
STL,Sterling Bancorp.,Financial Services,5066.0,Sterling Bancorp
FNB,F.N.B. Corp.,Financial Services,4918.0,FNB
ESGR,Enstar Group Limited,Financial Services,4782.0,Enstar Group Limited
HOMB,Home Bancshares Inc,Financial Services,4722.0,Home Bancshares
THG,Hanover Insurance Group Inc,Financial Services,4694.0,Hanover Insurance Group
EPRT,Essential Properties Realty Trust Inc,Real Estate,4623.0,Essential Properties Realty Trust
RDN,"Radian Group, Inc.",Financial Services,4623.0,Radian Group
KRG,Kite Realty Group Trust,Real Estate,4607.0,Kite Realty Group Trust
SLM,SLM Corp.,Financial Services,4506.0,SLM
AEL,American Equity Investment Life Holding Co,Financial Services,4493.0,American Equity Investment Life
VNO,Vornado Realty Trust,Real Estate,4410.0,Vornado Realty Trust
WTM,"White Mountains Insurance Group, Ltd.",Financial Services,4400.0,White Mountains Insurance Group
CRVL,Corvel Corp.,Financial Services,4347.0,Corvel
UBSI,"United Bankshares, Inc.",Financial Services,4344.0,United Bankshares
RYN,Rayonier Inc.,Real Estate,4332.0,Rayonier
WU,Western Union Company,Financial Services,4314.0,Western Union
FFIN,"First Financial Bankshares, Inc.",Financial Services,4307.0,First Financial Bankshares
GBCI,"Glacier Bancorp, Inc.",Financial Services,4226.0,Glacier Bancorp
MAIN,Main Street Capital Corporation,Financial Services,4133.0,Main Street Capital
AGO,Assured Guaranty Ltd,Financial Services,4094.0,Assured Guaranty
MC,Moelis & Co,Financial Services,4069.0,Moelis
WRI,Weingarten Realty Investors,Real Estate,4018.0,Weingarten Realty Investors
HWC,Hancock Whitney Corp.,Financial Services,3973.0,Hancock Whitney
HHC,Howard Hughes Corporation,Real Estate,3940.0,Howard Hughes
COLB,"Columbia Banking System, Inc.",Financial Services,3930.0,Columbia Banking System
UMBF,UMB Financial Corp.,Financial Services,3928.0,UMB Financial
KRC,Kilroy Realty Corp.,Real Estate,3797.0,Kilroy Realty
HASI,Hannon Armstrong Sustainable Infrastructure capital Inc,Real Estate,3729.0,Hannon Armstrong Sustainable Infrastructure capital
KMPR,Kemper Corporation,Financial Services,3718.0,Kemper
VLY,Valley National Bancorp,Financial Services,3671.0,Valley National Bancorp
IRT,Independence Realty Trust Inc,Real Estate,3626.0,Independence Realty Trust
LAZ,Lazard Inc.,Financial Services,3597.0,Lazard
CTRE,CareTrust REIT Inc,Real Estate,3581.0,CareTrust REIT
TFSL,TFS Financial Corporation,Financial Services,3579.0,TFS Financial
IBOC,International Bancshares Corp.,Financial Services,3566.0,International Bancshares
APLE,Apple Hospitality REIT Inc,Real Estate,3478.0,Apple Hospitality REIT
CNS,Cohen & Steers Inc.,Financial Services,3468.0,Cohen & Steers
CUZ,Cousins Properties Inc.,Real Estate,3447.0,Cousins Properties
VCTR,Victory Capital Holdings Inc,Financial Services,3402.0,Victory Capital
PCH,PotlatchDeltic Corp,Real Estate,3398.0,PotlatchDeltic
SFBS,ServisFirst Bancshares Inc,Financial Services,3374.0,ServisFirst Bancshares
PK,Park Hotels & Resorts Inc,Real Estate,3353.0,Park Hotels & Resorts
SLG,SL Green Realty Corp.,Real Estate,3304.0,SL Green Realty
SBRA,Sabra Healthcare REIT Inc,Real Estate,3303.0,Sabra Healthcare REIT
ABCB,Ameris Bancorp,Financial Services,3281.0,Ameris Bancorp
JOE,St. Joe Co.,Real Estate,3235.0,St Joe
MAC,Macerich Co.,Real Estate,3178.0,Macerich
AX,Axos Financial Inc.,Financial Services,3177.0,Axos Financial
ASB,Associated Banc-Corp.,Financial Services,3169.0,Associated Banc-Corp
WD,Walker & Dunlop Inc,Financial Services,3146.0,Walker & Dunlop
MCY,Mercury General Corp.,Financial Services,3099.0,Mercury General
APAM,Artisan Partners Asset Management Inc,Financial Services,3089.0,Artisan Partners Asset Management
EPR,EPR Properties,Real Estate,3064.0,EPR Properties
MPW,Medical Properties Trust Inc,Real Estate,3061.0,Medical Properties Trust
CNO,CNO Financial Group Inc,Financial Services,3038.0,CNO Financial Group
UCBI,United Community Banks Inc,Financial Services,3018.0,United Community Banks
FBP,First Bancorp PR,Financial Services,3017.0,First Bancorp PR
FULT,Fulton Financial Corp.,Financial Services,3015.0,Fulton Financial
IIPR,Innovative Industrial Properties Inc,Real Estate,3003.0,Innovative Industrial Properties
BXMT,Blackstone Mortgage Trust Inc,Real Estate,2982.0,Blackstone Mortgage Trust
SKT,Tanger Inc.,Real Estate,2965.0,Tanger
SITC,SITE Centers Corp,Real Estate,2963.0,SITE Centers
BANF,Bancfirst Corp.,Financial Services,2896.0,Bancfirst
CIM,Chimera Investment Corp,Real Estate,2875.0,Chimera Investment
AUB,Atlantic Union Bankshares Corp,Financial Services,2868.0,Atlantic Union Bankshares
RPAI,Retail Properties of America Inc,Real Estate,2825.0,Retail Properties of America
NHI,"National Health Investors, Inc.",Real Estate,2813.0,National Health Investors
FIBK,First Interstate BancSystem Inc.,Financial Services,2771.0,First Interstate BancSystem
TCBI,"Texas Capital Bancshares, Inc.",Financial Services,2754.0,Texas Capital Bancshares
GNW,Genworth Financial Inc,Financial Services,2727.0,Genworth Financial
NYCB,New York Community Bancorp Inc.,Financial Services,2708.0,New York Community Bancorp
NNI,Nelnet Inc,Financial Services,2705.0,Nelnet
NSA,National Storage Affiliates Trust,Real Estate,2661.0,National Storage Affiliates Trust
HIW,"Highwoods Properties, Inc.",Real Estate,2660.0,Highwoods Properties
BHF,Brighthouse Financial Inc,Financial Services,2655.0,Brighthouse Financial
TCO,"Taubman Centers, Inc.",Real Estate,2654.0,Taubman Centers
WSFS,WSFS Financial Corp.,Financial Services,2633.0,WSFS Financial
CATY,Cathay General Bancorp,Financial Services,2613.0,Cathay General Bancorp
FHB,First Hawaiian INC,Financial Services,2599.0,First Hawaiian
PJT,PJT Partners Inc,Financial Services,2589.0,PJT Partners
DREUF,Dream Industrial Real Estate Investment Trust,Financial Services,2531.0,Dream Industrial Real Estate Investment Trust
ABR,Arbor Realty Trust Inc.,Real Estate,2500.0,Arbor Realty Trust
LXP,LXP Industrial Trust,Real Estate,2472.0,LXP Industrial Trust
CBU,Community Financial System Inc.,Financial Services,2388.0,Community Financial System
OUT,Outfront Media Inc,Real Estate,2344.0,Outfront Media
PSEC,Prospect Capital Corp,Financial Services,2319.0,Prospect Capital
CVBF,CVB Financial Corp.,Financial Services,2257.0,CVB Financial
BOH,Bank of Hawaii Corp.,Financial Services,2240.0,Bank of Hawaii
WAFD,WaFd Inc,Financial Services,2218.0,WaFd
CXP,Columbia Property Trust Inc,Real Estate,2215.0,Columbia Property Trust
DEI,Douglas Emmett Inc,Real Estate,2213.0,Douglas Emmett
FCPT,Four Corners Property Trust Inc,Real Estate,2199.0,Four Corners Property Trust
PRK,Park National Corp.,Financial Services,2180.0,Park National
SFNC,Simmons First National Corp.,Financial Services,2160.0,Simmons First National
BANC,Banc of California Inc,Financial Services,2153.0,Banc of California
INDB,Independent Bank Corp.,Financial Services,2137.0,Independent Bank
FFBC,First Financial Bancorp,Financial Services,2123.0,First Financial Bancorp
BKU,BankUnited Inc,Financial Services,2121.0,BankUnited
PPBI,"Pacific Premier Bancorp, Inc.",Financial Services,2104.0,Pacific Premier Bancorp
SHO,Sunstone Hotel Investors Inc,Real Estate,2084.0,Sunstone Hotel Investors
EQC,Equity Commonwealth,Real Estate,2059.0,Equity Commonwealth
VIRT,Virtu Financial Inc,Financial Services,2046.0,Virtu Financial
HTH,Hilltop Holdings Inc,Financial Services,2027.0,Hilltop
UE,Urban Edge Properties,Real Estate,2019.0,Urban Edge Properties
FBC,"Flagstar Bancorp, Inc.",Financial Services,2002.0,Flagstar Bancorp
SBCF,Seacoast Banking Corp. Of Florida,Financial Services,1953.0,Seacoast BankingOf Florida
FRME,First Merchants Corp.,Financial Services,1930.0,First Merchants
IBTX,Independent Bank Group Inc,Financial Services,1927.0,Independent Bank Group
GEO,"Geo Group, Inc.",Real Estate,1895.0,Geo Group
HTLF,"Heartland Financial USA, Inc.",Financial Services,1832.0,Heartland Financial USA
MNR,Mach Natural Resources LP,Real Estate,1825.0,Mach Natural Resources LP
TRMK,Trustmark Corp.,Financial Services,1793.0,Trustmark
DFIN,Donnelley Financial Solutions Inc,Financial Services,1783.0,Donnelley Financial Solutions
DRH,Diamondrock Hospitality Co.,Real Estate,1775.0,Diamondrock Hospitality
AGM,Federal Agricultural Mortgage Corp.,Financial Services,1773.0,Federal Agricultural Mortgage
STC,Stewart Information Services Corp.,Financial Services,1773.0,Stewart Information Services
MBIN,Merchants Bancorp,Financial Services,1758.0,Merchants Bancorp
EXPI,eXp World Holdings Inc,Real Estate,1742.0,eXp World
FBK,FB Financial Corp,Financial Services,1731.0,FB Financial
NBTB,NBT Bancorp. Inc.,Financial Services,1723.0,NBT Bancorp
OFG,OFG Bancorp,Financial Services,1720.0,OFG Bancorp
TBBK,Bancorp Inc. (The),Financial Services,1714.0,Bancorp
GWB,Great Western Bancorp Inc,Financial Services,1705.0,Great Western Bancorp
ENVA,Enova International Inc.,Financial Services,1702.0,Enova International
FOR,Forestar Group Inc,Real Estate,1694.0,Forestar Group
AKR,Acadia Realty Trust,Real Estate,1688.0,Acadia Realty Trust
CXW,CoreCivic Inc,Real Estate,1688.0,CoreCivic
NWLI,National Western Life Group Inc,Financial Services,1680.0,National Western Life Group
PEB,Pebblebrook Hotel Trust,Real Estate,1674.0,Pebblebrook Hotel Trust
RNST,Renasant Corp.,Financial Services,1674.0,Renasant
GNL,Global Net Lease Inc,Real Estate,1668.0,Global Net Lease
NAVI,Navient Corp,Financial Services,1660.0,Navient
GSHD,Goosehead Insurance Inc,Financial Services,1644.0,Goosehead Insurance
VRTS,Virtus Investment Partners Inc,Financial Services,1629.0,Virtus Investment Partners
WSBC,"Wesbanco, Inc.",Financial Services,1617.0,Wesbanco
APTS,Preferred Apartment Communities Inc,Real Estate,1611.0,Preferred Apartment Communities
BANR,Banner Corp.,Financial Services,1585.0,Banner
LKFN,Lakeland Financial Corp.,Financial Services,1556.0,Lakeland Financial
RLJ,RLJ Lodging Trust,Real Estate,1553.0,RLJ Lodging Trust
CLBK,"Columbia Financial, Inc",Financial Services,1550.0,Columbia Financial
WDR,"Waddell & Reed Financial, Inc.",Financial Services,1549.0,Waddell & Reed Financial
NMRK,Newmark Group Inc,Real Estate,1542.0,Newmark Group
ROIC,Retail Opportunity Investments Corp,Real Estate,1537.0,Retail Opportunity Investments
LOB,Live Oak Bancshares Inc,Financial Services,1510.0,Live Oak Bancshares
BGCP,BGC Partners Inc,Financial Services,1499.0,BGC Partners
CHCO,City Holding Co.,Financial Services,1497.0,City
FFG,"FBL Financial Group, Inc.",Financial Services,1487.0,FBL Financial Group
LTC,"LTC Properties, Inc.",Real Estate,1480.0,LTC Properties
ESRT,Empire State Realty Trust Inc,Real Estate,1471.0,Empire State Realty Trust
GTY,Getty Realty Corp.,Real Estate,1454.0,Getty Realty
XHR,Xenia Hotels & Resorts Inc,Real Estate,1445.0,Xenia Hotels & Resorts
EFSC,Enterprise Financial Services Corp.,Financial Services,1433.0,Enterprise Financial Services
ARI,Apollo Commercial Real Estate Finance Inc,Real Estate,1420.0,Apollo Commercial Real Estate Finance
CUBI,Customers Bancorp Inc,Financial Services,1416.0,Customers Bancorp
LADR,Ladder Capital Corp,Real Estate,1402.0,Ladder Capital
NBHC,National Bank Holdings Corp,Financial Services,1400.0,National Bank
KW,Kennedy-Wilson Holdings Inc,Real Estate,1399.0,Kennedy-Wilson
RC,Ready Capital Corp,Real Estate,1398.0,Ready Capital
HMN,Horace Mann Educators Corp.,Financial Services,1398.0,Horace Mann Educators
NWBI,Northwest Bancshares Inc,Financial Services,1396.0,Northwest Bancshares
TOWN,Townebank Portsmouth VA,Financial Services,1384.0,Townebank Portsmouth VA
FCF,First Commonwealth Financial Corp.,Financial Services,1376.0,First Commonwealth Financial
SAFE,Safehold Inc.,Real Estate,1353.0,Safehold
CASH,Pathward Financial Inc,Financial Services,1346.0,Pathward Financial
SYBT,Stock Yards Bancorp Inc,Financial Services,1343.0,Stock Yards Bancorp
BCOR,Blucora Inc,Financial Services,1309.0,Blucora
TWO,Two Harbors Investment Corp,Real Estate,1301.0,Two Harbors Investment
FBNC,First Bancorp,Financial Services,1296.0,First Bancorp
JBGS,JBG SMITH Properties,Real Estate,1285.0,JBG SMITH Properties
BUSE,First Busey Corp.,Financial Services,1282.0,First Busey
WABC,Westamerica Bancorporation,Financial Services,1277.0,Westamerica Ban
AAT,American Assets Trust Inc,Real Estate,1273.0,American Assets Trust
MMI,Marcus & Millichap Inc,Real Estate,1258.0,Marcus & Millichap
HOPE,Hope Bancorp Inc,Financial Services,1247.0,Hope Bancorp
SRCE,1st Source Corp.,Financial Services,1247.0,1st Source
TCBK,Trico Bancshares,Financial Services,1246.0,Trico Bancshares
STBA,"S & T Bancorp, Inc.",Financial Services,1235.0,S & T Bancorp
DEA,Easterly Government Properties Inc,Real Estate,1191.0,Easterly Government Properties
ALEX,Alexander & Baldwin Inc.,Real Estate,1185.0,Alexander & Baldwin
PMT,Pennymac Mortgage Investment Trust,Real Estate,1180.0,Pennymac Mortgage Investment Trust
TRUP,Trupanion Inc,Financial Services,1173.0,Trupanion
AIV,Apartment Investment & Management Co.,Real Estate,1153.0,Apartment Investment & Management
SAFT,"Safety Insurance Group, Inc.",Financial Services,1141.0,Safety Insurance Group
RPT,RPT Realty,Real Estate,1112.0,RPT Realty
VBTX,Veritex Holdings Inc,Financial Services,1108.0,Veritex
PFS,Provident Financial Services Inc,Financial Services,1107.0,Provident Financial Services
MFA,MFA Financial Inc,Real Estate,1078.0,MFA Financial
ALX,Alexander`s Inc.,Real Estate,1068.0,Alexander's
UMH,UMH Properties Inc,Real Estate,1062.0,UMH Properties
ARGO,Argo Group International Holdings Ltd,Financial Services,1056.0,Argo Group International
ECPG,"Encore Capital Group, Inc.",Financial Services,1050.0,Encore Capital Group
HCI,HCI Group Inc,Financial Services,1040.0,HCI Group
EIG,Employers Holdings Inc,Financial Services,1036.0,Employers
PEBO,"Peoples Bancorp, Inc. (Marietta, OH)",Financial Services,1031.0,Peoples Bancorp
EFC,Ellington Financial Inc,Financial Services,1022.0,Ellington Financial
BY,Byline Bancorp Inc,Financial Services,1021.0,Byline Bancorp
SASR,Sandy Spring Bancorp,Financial Services,1005.0,Sandy Spring Bancorp
LC,LendingClub Corp,Financial Services,1001.0,LendingClub
PFBC,"Preferred Bank (Los Angeles, CA)",Financial Services,996.0,Preferred Bank
NCBS,Nicolet Bankshares Inc.,Financial Services,995.0,Nicolet Bankshares
PGRE,Paramount Group Inc,Real Estate,963.0,Paramount Group
QCRH,"QCR Holding, Inc.",Financial Services,961.0,QCR
